case,cvc,pcvc
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn398.smt2,68,57
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1057.smt2,95,119
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl102.smt2,162,240
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl370.smt2,62,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1131.smt2,124,157
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl309.smt2,617,580
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl212.smt2,60,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn064.smt2,57,49
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl583.smt2,108,121
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1201.smt2,114,113
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd025.smt2,246,290
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl739.smt2,286,467
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl080.smt2,566,648
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1120.smt2,96,136
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1258.smt2,106,110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1303.smt2,95,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1258.smt2,181,167
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1118.smt2,58,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl476.smt2,103,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn991.smt2,151,145
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn072.smt2,82,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1279.smt2,94,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl928.smt2,105,116
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn539.smt2,83,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1204.smt2,155,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl518.smt2,736,844
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1056.smt2,89,88
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn592.smt2,80,113
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn027.smt2,103,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn935.smt2,219,313
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl567.smt2,314,466
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1123.smt2,73,87
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl027.smt2,64,75
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn014.smt2,126,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl568.smt2,1822,2056
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1269.smt2,101,101
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl996.smt2,370,593
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn013.smt2,78,94
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn989.smt2,143,145
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1050.smt2,1036,1110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn072.smt2,40,59
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl398.smt2,51,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn864.smt2,117,120
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn966.smt2,162,165
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl407.smt2,49,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn982.smt2,78,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl334.smt2,50,85
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn338.smt2,129,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl954.smt2,330,393
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn391.smt2,82,61
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl386.smt2,87,81
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl263.smt2,195,471
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn588.smt2,195,348
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl738.smt2,334,381
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl356.smt2,55,78
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn488.smt2,227,255
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn449.smt2,63,57
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1280.smt2,111,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1017.smt2,72,115
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl490.smt2,50,83
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd034.smt2,593,908
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl693.smt2,371,539
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1059.smt2,101,133
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn991.smt2,163,182
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1119.smt2,91,116
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl166.smt2,159,211
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1257.smt2,155,230
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn183.smt2,156,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1060.smt2,328,353
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn729.smt2,138,181
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn665.smt2,142,206
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1204.smt2,328,443
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl156.smt2,66,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1202.smt2,75,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1070.smt2,129,134
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1145.smt2,86,110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl965.smt2,62,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl234.smt2,111,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn220.smt2,57,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl289.smt2,194,216
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1069.smt2,82,159
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl379.smt2,56,81
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl454.smt2,100,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn351.smt2,128,194
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl213.smt2,49,65
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl339.smt2,126,199
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl434.smt2,112,194
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1162.smt2,115,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn761.smt2,698,576
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn858.smt2,106,137
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1212.smt2,304,417
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl104.smt2,313,422
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1274.smt2,196,245
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd040.smt2,489,396
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn164.smt2,109,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1174.smt2,95,114
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn844.smt2,181,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl685.smt2,756,1175
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn963.smt2,85,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn859.smt2,130,173
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1037.smt2,53,81
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn117.smt2,210,215
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl189.smt2,102,134
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn378.smt2,703,1148
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1178.smt2,390,507
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl747.smt2,450,580
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn210.smt2,47,56
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1122.smt2,358,320
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn892.smt2,128,211
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd019.smt2,696,879
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn091.smt2,87,115
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn280.smt2,74,119
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn310.smt2,139,245
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl278.smt2,81,71
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn838.smt2,89,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn578.smt2,85,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl830.smt2,741,874
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn272.smt2,280,225
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn730.smt2,140,188
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn319.smt2,91,92
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn901.smt2,164,142
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn639.smt2,139,141
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn484.smt2,135,130
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn924.smt2,129,223
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn783.smt2,129,159
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl796.smt2,57,76
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn548.smt2,126,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1086.smt2,79,85
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl028.smt2,82,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1254.smt2,92,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl636.smt2,88,134
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn331.smt2,171,209
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1126.smt2,80,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl782.smt2,76,109
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn981.smt2,56,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn278.smt2,74,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn606.smt2,94,165
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl883.smt2,576,887
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn958.smt2,72,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn110.smt2,103,118
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1073.smt2,759,999
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl272.smt2,66,93
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl703.smt2,692,991
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1264.smt2,260,367
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl847.smt2,87,137
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1085.smt2,83,78
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn243.smt2,327,338
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl078.smt2,69,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn559.smt2,153,234
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl775.smt2,1193,1645
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1323.smt2,113,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl221.smt2,184,194
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn383.smt2,53,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl544.smt2,323,439
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl029.smt2,49,82
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl856.smt2,249,477
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn535.smt2,207,158
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn467.smt2,85,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn729.smt2,105,109
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn888.smt2,92,146
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn321.smt2,564,757
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl123.smt2,148,179
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn448.smt2,55,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn380.smt2,189,294
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn434.smt2,493,457
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn755.smt2,1188,1632
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl056.smt2,120,158
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn437.smt2,92,104
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn801.smt2,91,120
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl608.smt2,772,1072
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1142.smt2,77,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn653.smt2,158,251
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1052.smt2,681,804
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl177.smt2,469,654
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1087.smt2,299,383
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn685.smt2,79,125
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1054.smt2,86,86
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1208.smt2,69,110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn916.smt2,66,83
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn643.smt2,133,190
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl673.smt2,85,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn416.smt2,143,169
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl156.smt2,1340,1555
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn862.smt2,211,191
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl388.smt2,87,76
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1024.smt2,72,92
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1154.smt2,142,151
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1195.smt2,60,77
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl840.smt2,392,390
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl187.smt2,106,121
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl211.smt2,60,92
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl158.smt2,72,113
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl021.smt2,255,338
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl291.smt2,287,433
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn191.smt2,63,78
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1239.smt2,80,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl553.smt2,701,676
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl525.smt2,373,386
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1062.smt2,272,450
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn193.smt2,121,163
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1251.smt2,156,162
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl001.smt2,39,48
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn575.smt2,105,149
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl861.smt2,113,128
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn480.smt2,123,144
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl539.smt2,813,831
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn692.smt2,140,160
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl008.smt2,50,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl849.smt2,1215,1556
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn380.smt2,70,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn526.smt2,106,122
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl224.smt2,77,79
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1232.smt2,105,127
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl926.smt2,695,812
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl757.smt2,121,191
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn317.smt2,71,103
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn018.smt2,112,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl987.smt2,55,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1040.smt2,46,70
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl795.smt2,74,118
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl472.smt2,252,361
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl081.smt2,76,114
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn330.smt2,88,92
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1202.smt2,71,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl316.smt2,97,92
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd027.smt2,631,585
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl867.smt2,128,103
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn150.smt2,86,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn199.smt2,110,141
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl185.smt2,579,588
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl071.smt2,131,150
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl903.smt2,782,1194
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn634.smt2,1400,1477
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl007.smt2,39,47
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl437.smt2,597,614
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl992.smt2,112,139
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1183.smt2,82,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl937.smt2,73,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn357.smt2,114,218
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl976.smt2,52,96
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn615.smt2,99,113
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl197.smt2,623,604
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn984.smt2,107,133
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn465.smt2,236,149
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn327.smt2,111,91
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl210.smt2,324,301
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn341.smt2,109,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn097.smt2,130,157
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1100.smt2,80,77
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1210.smt2,96,85
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn436.smt2,940,1171
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn152.smt2,53,88
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1288.smt2,94,103
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1215.smt2,112,114
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl813.smt2,90,124
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn491.smt2,134,116
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl841.smt2,388,366
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1204.smt2,51,64
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn824.smt2,92,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1235.smt2,154,206
