case,cvc,pcvc
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn494.smt2,40,64
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn405.smt2,54,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn218.smt2,83,124
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl502.smt2,93,91
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn834.smt2,488,415
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1148.smt2,75,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1039.smt2,132,145
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn571.smt2,173,214
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1027.smt2,864,1172
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn931.smt2,184,233
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn529.smt2,98,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn363.smt2,108,142
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn427.smt2,110,135
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1026.smt2,700,850
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl273.smt2,210,169
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn993.smt2,177,197
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1272.smt2,296,366
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1129.smt2,98,96
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl014.smt2,60,68
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl005.smt2,92,125
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl532.smt2,113,148
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl036.smt2,64,65
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl958.smt2,275,206
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn629.smt2,154,192
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl944.smt2,876,1127
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl667.smt2,146,202
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn925.smt2,121,178
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1009.smt2,86,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl760.smt2,849,774
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn429.smt2,60,85
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1084.smt2,119,117
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl318.smt2,91,150
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl864.smt2,613,856
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn327.smt2,75,77
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1120.smt2,56,98
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn547.smt2,132,145
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl420.smt2,61,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1250.smt2,72,107
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn310.smt2,124,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn390.smt2,75,65
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn678.smt2,153,204
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn435.smt2,103,101
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1259.smt2,102,110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn112.smt2,130,138
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn671.smt2,126,229
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn726.smt2,56,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl378.smt2,259,198
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn221.smt2,35,56
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl105.smt2,513,752
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn872.smt2,113,120
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn921.smt2,272,186
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn684.smt2,101,109
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl667.smt2,526,585
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn147.smt2,125,135
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn332.smt2,880,863
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl070.smt2,73,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1155.smt2,106,181
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn410.smt2,57,82
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1169.smt2,81,116
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn600.smt2,146,139
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1121.smt2,250,331
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1230.smt2,209,220
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl660.smt2,1304,1354
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl892.smt2,262,261
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1169.smt2,162,271
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl424.smt2,97,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn774.smt2,68,82
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn399.smt2,73,77
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn439.smt2,116,144
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl413.smt2,230,284
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl204.smt2,51,67
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn614.smt2,150,142
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1174.smt2,72,81
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn519.smt2,351,264
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn602.smt2,79,87
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl669.smt2,480,535
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl003.smt2,60,70
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl198.smt2,815,1082
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn907.smt2,91,85
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl098.smt2,473,352
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn345.smt2,102,146
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl056.smt2,63,71
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1275.smt2,340,288
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl348.smt2,846,866
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl060.smt2,69,69
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1203.smt2,61,75
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1196.smt2,128,146
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn149.smt2,117,118
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn775.smt2,389,543
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl133.smt2,550,616
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1091.smt2,103,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1233.smt2,53,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1219.smt2,381,399
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl337.smt2,676,928
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn816.smt2,163,179
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn192.smt2,69,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn462.smt2,76,98
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl697.smt2,126,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn271.smt2,72,70
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn625.smt2,126,145
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl767.smt2,62,84
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn489.smt2,94,93
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn667.smt2,106,134
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1024.smt2,247,273
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1110.smt2,239,289
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl456.smt2,64,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl554.smt2,108,194
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1283.smt2,74,91
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl713.smt2,79,117
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn201.smt2,125,125
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl609.smt2,918,1102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1009.smt2,256,237
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl827.smt2,939,1171
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl799.smt2,658,722
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn106.smt2,118,147
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn657.smt2,191,315
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn676.smt2,75,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl685.smt2,64,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn781.smt2,179,191
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl999.smt2,938,1416
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn690.smt2,97,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl282.smt2,192,190
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl749.smt2,193,446
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl165.smt2,866,1138
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1149.smt2,318,296
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn142.smt2,188,213
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn330.smt2,83,118
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn988.smt2,185,268
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn633.smt2,77,96
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn008.smt2,110,128
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn806.smt2,1623,1662
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1188.smt2,365,584
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl330.smt2,334,361
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl579.smt2,134,124
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn715.smt2,92,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1261.smt2,199,231
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl676.smt2,99,94
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1232.smt2,94,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl385.smt2,266,301
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1048.smt2,327,387
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn497.smt2,107,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl196.smt2,795,1061
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl774.smt2,109,141
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn911.smt2,125,150
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn983.smt2,102,98
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1074.smt2,103,119
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl887.smt2,69,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn753.smt2,94,87
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1107.smt2,337,326
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn050.smt2,62,52
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn626.smt2,153,261
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl925.smt2,111,113
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn324.smt2,86,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl568.smt2,100,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn859.smt2,157,206
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1172.smt2,85,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn811.smt2,84,125
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl605.smt2,140,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl295.smt2,66,104
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl254.smt2,113,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl674.smt2,1045,1219
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl680.smt2,139,178
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1208.smt2,102,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn229.smt2,42,81
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn313.smt2,105,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1036.smt2,338,362
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn106.smt2,126,144
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn502.smt2,108,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn627.smt2,142,123
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1263.smt2,381,548
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn146.smt2,89,122
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl690.smt2,1224,1139
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl318.smt2,504,587
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn568.smt2,106,181
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl794.smt2,76,115
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl698.smt2,120,117
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn024.smt2,55,72
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl604.smt2,125,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1261.smt2,81,94
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl516.smt2,253,293
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd046.smt2,276,363
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn748.smt2,57,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1062.smt2,86,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn753.smt2,325,334
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl125.smt2,132,154
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl538.smt2,807,1087
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl303.smt2,1274,1918
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1015.smt2,65,93
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn302.smt2,122,114
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1214.smt2,58,69
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1155.smt2,90,120
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1290.smt2,147,172
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn516.smt2,226,320
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn817.smt2,135,168
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn998.smt2,994,863
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl718.smt2,120,128
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl675.smt2,117,179
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1275.smt2,93,125
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl035.smt2,110,131
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn298.smt2,99,118
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1325.smt2,83,117
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn263.smt2,102,126
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl732.smt2,235,334
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1132.smt2,130,161
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1322.smt2,63,66
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn965.smt2,75,133
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn469.smt2,69,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1043.smt2,57,80
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1019.smt2,1048,1249
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1203.smt2,451,418
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn069.smt2,119,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1320.smt2,68,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl329.smt2,101,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl500.smt2,293,332
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1055.smt2,78,110
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl195.smt2,91,101
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl933.smt2,98,108
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn917.smt2,72,103
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1015.smt2,71,86
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl223.smt2,70,91
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1241.smt2,61,89
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl816.smt2,935,875
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1180.smt2,71,98
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl345.smt2,692,676
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn547.smt2,130,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn282.smt2,132,166
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn136.smt2,212,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1108.smt2,463,483
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1019.smt2,80,107
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl381.smt2,63,83
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl897.smt2,80,95
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1014.smt2,83,83
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1083.smt2,321,354
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1099.smt2,92,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1196.smt2,91,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl495.smt2,215,275
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn808.smt2,135,211
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn828.smt2,136,207
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn464.smt2,323,441
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn1091.smt2,70,66
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn413.smt2,71,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn433.smt2,91,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl683.smt2,685,711
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1115.smt2,264,269
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl572.smt2,115,153
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1103.smt2,564,629
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn956.smt2,224,323
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl971.smt2,76,91
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl498.smt2,59,61
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl881.smt2,256,216
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl341.smt2,771,643
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1120.smt2,269,253
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl074.smt2,516,771
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1185.smt2,56,93
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1150.smt2,271,353
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl464.smt2,86,65
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl880.smt2,275,409
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1105.smt2,161,169
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn654.smt2,201,198
