case,seq,par,par-seq
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond55.smt2,*,30029,44932
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond56.smt2,*,22929,33366
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond57.smt2,*,38161,77304
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond58.smt2,*,44520,72994
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond59.smt2,*,63046,103713
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond6.smt2,53,635,759
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond60.smt2,*,48172,73912
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond61.smt2,*,102041,149410
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond62.smt2,*,107850,169350
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond63.smt2,*,147594,267120
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond64.smt2,*,108505,153291
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond65.smt2,*,232112,421900
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond66.smt2,*,165601,235536
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond67.smt2,*,246776,376658
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond68.smt2,*,250542,387957
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond69.smt2,*,404536,605343
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond7.smt2,431,944,961
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond70.smt2,*,396272,488193
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond71.smt2,*,598790,1122113
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond72.smt2,*,556214,833352
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond73.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond74.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond75.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond76.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond77.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond78.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond79.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond8.smt2,34,785,882
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond86.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond89.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond9.smt2,51,892,1023
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond90.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond91.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond92.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond93.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond94.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond95.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond96.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond97.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond98.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/eq_diamond/eq_diamond99.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ004_size4.smt2,131,122,193
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ004_size5.smt2,636,480,645
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ004_size6.smt2,789,792,1133
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ004_size7.smt2,2186,1195,1638
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ006_size3.smt2,268,252,363
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ006_size4.smt2,7937,4318,6000
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ006_size5.smt2,71821,29394,38279
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ006_size6.smt2,96698,43488,61374
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ015_size3.smt2,917,233,400
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ015_size4.smt2,541,638,939
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ015_size5.smt2,1642,2437,3560
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ015_size6.smt2,10921,5937,8194
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ016_size5.smt2,430,293,437
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ016_size6.smt2,2137,1537,2140
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ016_size7.smt2,45241,27492,44346
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ016_size8.smt2,519465,462657,651610
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ023_size4.smt2,517,2236,3166
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ023_size5.smt2,1664,5750,6892
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ023_size6.smt2,22842,40697,64940
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ023_size7.smt2,216447,437425,635319
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ027_size10.smt2,27826,22885,36026
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ027_size11.smt2,70977,47473,67510
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ027_size8.smt2,6718,4383,5948
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ027_size9.smt2,21241,13207,25643
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ031_size10.smt2,50801,24446,32977
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ031_size7.smt2,1233,1116,1744
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ031_size8.smt2,6546,3804,6993
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ031_size9.smt2,17533,12772,19518
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ032_size3.smt2,116,109,151
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ032_size4.smt2,760,649,829
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ032_size5.smt2,2506,1654,2354
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ032_size6.smt2,8313,4980,8446
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ033_size3.smt2,73,225,326
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ033_size4.smt2,388,443,756
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ033_size5.smt2,1014,1713,2521
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ033_size6.smt2,788,2524,3435
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ041_size6.smt2,337,795,1155
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ041_size7.smt2,1725,4138,5683
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ041_size8.smt2,10447,25292,41190
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ041_size9.smt2,49880,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ046_size3.smt2,115,308,576
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ046_size4.smt2,608,874,1604
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ046_size5.smt2,3991,1667,3032
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ046_size6.smt2,12177,9014,14401
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ048_size6.smt2,4775,16695,22772
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ048_size7.smt2,8648,47051,69146
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ048_size8.smt2,360706,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/NEQ/NEQ048_size9.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ002_size5.smt2,1165,780,1019
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ002_size6.smt2,22142,13459,20746
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ002_size7.smt2,50054,33390,63546
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ002_size8.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ003_size10.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ003_size7.smt2,17644,17917,460575
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ003_size8.smt2,51216,129994,303740
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ003_size9.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ004_size6.smt2,711,1391,2263
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ004_size7.smt2,3232,11962,15901
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ004_size8.smt2,374751,143077,231951
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ004_size9.smt2,27537,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ010_size5.smt2,81,158,223
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ010_size6.smt2,166,368,516
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ010_size7.smt2,1459,468,753
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ010_size8.smt2,4516,4108,7130
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ011_size5.smt2,450,339,511
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ011_size6.smt2,7459,4382,7012
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ011_size7.smt2,34857,19166,25414
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ011_size8.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ012_size3.smt2,150,144,183
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ012_size4.smt2,6930,4156,6563
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ012_size5.smt2,73574,41177,63858
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ012_size6.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ013_size5.smt2,520,448,664
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ013_size6.smt2,12814,4249,7025
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ013_size7.smt2,53689,30382,50231
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ013_size8.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ014_size10.smt2,540314,152661,229839
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ014_size11.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ014_size8.smt2,2853,3453,4723
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ014_size9.smt2,40277,14778,19082
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ016_size4.smt2,1592,1207,2128
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ016_size5.smt2,10623,10131,16418
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ016_size6.smt2,271572,110984,184511
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ016_size7.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ018_size4.smt2,364,3501,4326
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ018_size5.smt2,2761,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ018_size6.smt2,51749,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ018_size7.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ019_size4.smt2,120,128,166
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ019_size5.smt2,434,404,534
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ019_size6.smt2,10420,5375,7660
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ019_size7.smt2,36885,21564,28892
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ020_size5.smt2,586,10865,17609
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ020_size6.smt2,466946,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/PEQ/PEQ020_size7.smt2,*,*,*
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd001.smt2,174,319,469
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd002.smt2,86,237,330
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd003.smt2,928,369,491
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd004.smt2,555,284,413
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd005.smt2,110,186,270
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd006.smt2,48,109,170
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd007.smt2,86,136,207
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd008.smt2,47,119,152
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd009.smt2,89,382,617
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd010.smt2,572,530,787
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd011.smt2,306,872,1382
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd012.smt2,902,1087,1494
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd013.smt2,689,480,747
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd014.smt2,1264,5718,8638
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd015.smt2,618,2993,4537
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd016.smt2,1216,1625,2479
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd017.smt2,60,337,503
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/dead_dnd018.smt2,352,1073,1519
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn001.smt2,51,160,204
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn002.smt2,60,145,187
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn003.smt2,61,149,169
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn004.smt2,108,166,265
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn005.smt2,59,172,204
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn006.smt2,48,146,210
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn007.smt2,71,195,327
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn008.smt2,130,296,520
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn009.smt2,61,159,172
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn010.smt2,69,166,189
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn011.smt2,71,176,220
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn012.smt2,67,175,200
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn013.smt2,63,192,277
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn014.smt2,77,233,305
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn015.smt2,239,264,382
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn016.smt2,71,171,225
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn017.smt2,55,168,191
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn018.smt2,72,190,253
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn019.smt2,85,141,181
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn020.smt2,57,168,214
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn021.smt2,57,167,227
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn022.smt2,86,215,263
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn023.smt2,63,247,334
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn024.smt2,63,235,395
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn025.smt2,916,283,452
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn026.smt2,75,261,382
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn027.smt2,83,384,571
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn028.smt2,85,422,634
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn029.smt2,654,415,692
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn030.smt2,103,291,517
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn031.smt2,98,329,465
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn032.smt2,81,234,307
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn033.smt2,92,254,311
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn034.smt2,79,233,303
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn035.smt2,812,262,408
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn036.smt2,1151,326,459
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn037.smt2,54,254,321
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn038.smt2,73,264,431
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn039.smt2,72,277,448
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn040.smt2,207,182,317
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn041.smt2,71,182,210
/home/tsmart/dev/chengxi/PZ3/bm/QF_UF/QG-classification/loops6/gensys_brn042.smt2,59,179,222
