case,equality,constant,z3,pz3,ratio
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1972.smt2,0.401780746,0.016251304,5021,2870,0.437
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1973.smt2,0.495826377,0.000915858,675,4740,0.036
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1974.smt2,0.236505287,0.001680855,4621,9472,0.122
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1975.smt2,0.84195882,0.002998876,6699,6123,0.274
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1976.smt2,0.852531998,0.004650869,6634,7453,0.223
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1977.smt2,0.100723428,0.029132337,630,3226,0.049
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1978.smt2,0.786310518,0.007921594,5750,6425,0.224
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1979.smt2,0.371174179,0.000509296,4248,5292,0.201
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1980.smt2,0.894268225,0.034568536,4749,1763,0.673
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1981.smt2,0.637729549,0.445907464,8806,1405,1.567
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1982.smt2,0.474680022,0.058860434,835,953,0.219
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1983.smt2,0.67835281,0.053000032,8933,2311,0.966
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1984.smt2,0.599888703,0.001787474,3169,4655,0.17
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1985.smt2,0.10851419,0.007603785,1951,7603,0.064
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1986.smt2,0.763494713,0.190863251,9552,1408,1.696
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1987.smt2,0.045075125,0.002246388,329,2896,0.028
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1988.smt2,0.31441291,0.011219284,5033,7157,0.176
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1989.smt2,0.463550362,0.012186155,4528,3727,0.304
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1990.smt2,0.397328881,0.277544003,5171,1931,0.669
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1991.smt2,0.554257095,0.441978165,7589,1279,1.483
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1992.smt2,0.203116305,0.201539814,691,469,0.368
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1993.smt2,0.685030607,0.023468166,6808,2757,0.617
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1994.smt2,0.104618809,0.123115426,427,2083,0.051
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1995.smt2,0.726210351,0.14410288,9284,1426,1.628
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1996.smt2,0.9705064,0.001703566,2768,5349,0.129
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1997.smt2,0.557595993,0.003092591,5445,4694,0.29
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1998.smt2,0.346132443,0.013812783,7030,8093,0.217
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1999.smt2,0.360601002,0.056408943,13283,4776,0.695
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2000.smt2,0.031719533,0.00063957,233,1487,0.039
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2001.smt2,0.136894825,0.002395023,230,7418,0.008
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2002.smt2,0.787979967,0.088731827,7620,1568,1.215
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2003.smt2,0.917640512,0.409595463,11214,1576,1.779
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2004.smt2,0.095158598,0.000861285,232,9172,0.006
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2005.smt2,0.70951586,0.004650261,5287,5937,0.223
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2006.smt2,0.738452977,0.001014892,3630,6613,0.137
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2007.smt2,0.11574847,0.001428307,921,7278,0.032
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2008.smt2,0.539232053,0.120567447,7354,1271,1.446
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2009.smt2,0.760155815,0.001129028,2053,3970,0.129
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2010.smt2,0.703951029,0.008391075,8974,6076,0.369
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2011.smt2,0.515859766,0.001495251,3390,5590,0.152
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2012.smt2,0.186978297,0.000688728,1223,2511,0.122
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2013.smt2,0.217584864,0.000898399,987,690,0.358
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2014.smt2,0.116304953,0.467555577,611,1984,0.077
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2015.smt2,0.692821369,0.00437693,5158,4769,0.27
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2016.smt2,0.437395659,0.444430585,1164,1365,0.213
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2017.smt2,0.675013912,0.419005574,1500,1376,0.273
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2018.smt2,0.985531441,0.000819137,1448,3535,0.102
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2019.smt2,0.622704508,0.207975565,6917,1352,1.279
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2020.smt2,0.464106845,0.070772219,3589,2386,0.376
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2021.smt2,0.843071786,0.036133845,10095,2282,1.106
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2022.smt2,0.362270451,0.045971679,2958,3166,0.234
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2023.smt2,0.161936561,0.090642162,3814,1621,0.588
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2024.smt2,0.827490262,0.000613345,2498,5034,0.124
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2025.smt2,0.784641068,0.021074057,5453,2034,0.67
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2026.smt2,0.262103506,0.081011708,10507,4481,0.586
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2027.smt2,0.797440178,0.001769408,1842,3282,0.14
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2028.smt2,0.925987757,0.045640555,5930,1818,0.815
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2029.smt2,0.68558709,0.018940653,8851,2225,0.994
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2030.smt2,0.415692821,0.006870481,4607,6783,0.17
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2031.smt2,0.364496383,0.013335508,3641,6097,0.149
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2032.smt2,0.404006678,0.133818601,5956,1132,1.315
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2033.smt2,0.076794658,0.003796136,870,3021,0.072
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2034.smt2,0.973845298,0.144332987,14038,1669,2.103
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2035.smt2,0.198664441,0.005734518,600000,600000,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2036.smt2,0.431274346,0.077895216,17525,6217,0.705
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2037.smt2,0.44852532,0.004394655,4323,4649,0.232
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2038.smt2,0.615470228,0.04205017,5417,3067,0.442
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2039.smt2,0.714524207,0.052850962,15341,3874,0.99
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2040.smt2,0.388981636,0.114821856,4760,1819,0.654
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2041.smt2,0.803005008,0.005969519,7407,6755,0.274
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2042.smt2,0.140790206,0.093251017,560,2497,0.056
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2043.smt2,0.430717863,0.30835124,5897,1270,1.161
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2044.smt2,0.929326656,0.130617064,14190,1626,2.182
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2045.smt2,0.083472454,0.29560861,614,2267,0.068
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2046.smt2,0.035058431,0.019458257,274,1297,0.053
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2047.smt2,0.710628826,0.0365257,6678,2449,0.682
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2048.smt2,0.881469115,0.004466921,7294,7234,0.252
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2049.smt2,0.892042293,0.000584128,2837,5307,0.134
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2050.smt2,0.381747357,0.000602141,1358,4845,0.07
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2051.smt2,0.355036171,0.004864077,4433,8993,0.123
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2052.smt2,0.095158598,0.01245445,1398,6296,0.056
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2053.smt2,0.872008904,0.002088791,3651,5669,0.161
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2054.smt2,0.130773511,0.003824195,7265,32093,0.057
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2055.smt2,0.95214246,0.070433806,6933,1963,0.883
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2056.smt2,0.378964942,0.015462046,3551,7240,0.123
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2057.smt2,0.105175292,0.001784306,1085,9422,0.029
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2058.smt2,0.516416249,0.027524684,6197,5041,0.307
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2059.smt2,0.667779633,0.014688474,7658,5509,0.348
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2060.smt2,0.689482471,0.002861277,7344,5951,0.309
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2061.smt2,0.246521981,0.247022337,3674,1789,0.513
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2062.smt2,0.560934891,0.005753307,5033,4820,0.261
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2063.smt2,0.883138564,0.164792302,1813,1526,0.297
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2064.smt2,0.380077908,0.202712973,6361,2726,0.583
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2065.smt2,0.043405676,0.022024734,568,2340,0.061
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2066.smt2,0.469115192,0.00093749,1704,4946,0.086
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2067.smt2,0.948803561,0.000666096,2988,3755,0.199
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2068.smt2,0.028937117,0.001291344,262,1358,0.048
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2069.smt2,0.307178631,0.213530711,4311,2439,0.442
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2070.smt2,0.687256539,0.035904686,4263,2939,0.363
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2071.smt2,0.463550362,0.000539769,3541,5305,0.167
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2072.smt2,0.483027268,0.005403913,5788,3972,0.364
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2073.smt2,0.407345576,0.007150612,5310,6535,0.203
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2074.smt2,0.602114636,0.000639341,2187,6502,0.084
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2075.smt2,0.64885921,0.001017317,1389,4581,0.076
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2076.smt2,0.628269338,0.387644993,2912,1233,0.59
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2077.smt2,0.656093489,0.009993088,5574,6090,0.229
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2078.smt2,0.809682805,0.006428219,11231,6859,0.409
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2079.smt2,0.610461881,0.019388655,7730,3716,0.52
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2080.smt2,0.946577629,0.061503779,8749,2080,1.052
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2081.smt2,0.471341124,0.433749742,1172,890,0.329
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2082.smt2,0.561491375,0.010998309,7237,4818,0.376
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2083.smt2,0.045631608,0.001229785,314,3544,0.022
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2084.smt2,0.731218698,0.083283008,17885,2367,1.889
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2085.smt2,0.089037284,0.027902792,667,3118,0.053
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2086.smt2,0.547022816,0.17780324,12497,1244,2.511
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2087.smt2,0.365609349,0.240195134,4619,1804,0.64
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2088.smt2,0.099610462,0.00123985,506,9393,0.013
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2089.smt2,0.797996661,0.012088371,7038,6439,0.273
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2090.smt2,0.209237618,0.359221268,3926,1963,0.5
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2091.smt2,0.122426266,0.388223066,568,1739,0.082
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2092.smt2,0.427378965,0.018713708,3941,3702,0.266
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2093.smt2,0.585976628,0.001359874,3344,5416,0.154
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2094.smt2,0.975514747,0.024395029,3239,1904,0.425
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2095.smt2,0.604340568,0.001585837,2397,4418,0.136
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2096.smt2,0.463550362,0.028414309,6504,2948,0.552
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2097.smt2,0.250417362,0.001512671,1405,3131,0.112
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2098.smt2,0.68558709,0.028710859,8595,2225,0.966
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2099.smt2,0.125208681,0.012243308,633,60619,0.003
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2100.smt2,0.640511964,0.006207661,4620,4737,0.244
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2101.smt2,0.033388982,0.050188255,395,440,0.224
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2102.smt2,0.476905954,0.23717989,1182,1382,0.214
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2103.smt2,0.813021703,0.000997099,1390,3396,0.102
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2104.smt2,0.30884808,0.115536455,4271,1025,1.042
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2105.smt2,0.705620479,0.211671876,2051,1413,0.363
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2106.smt2,0.649415693,0.000702192,2080,6958,0.075
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2107.smt2,0.961046188,0.000766226,2678,5454,0.123
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2108.smt2,0.954368392,0.044712949,7400,1828,1.012
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2109.smt2,0.589315526,0.003270602,5833,4940,0.295
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2110.smt2,0.120200334,0.213116672,590,1806,0.082
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2111.smt2,0.692821369,0.001620037,2507,3833,0.164
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2112.smt2,0.443516973,0.041191671,4953,2174,0.57
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2113.smt2,0.328324986,0.000528856,695,4597,0.038
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2114.smt2,0.936004452,0.003944796,7762,8228,0.236
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2115.smt2,0.706733445,0.001344832,2803,3627,0.193
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2116.smt2,0.761825264,0.139470391,10579,1518,1.742
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2117.smt2,0.823038397,0.013196753,10536,5767,0.457
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2118.smt2,0.274346132,0.015208027,7020,6397,0.274
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2119.smt2,0.204229271,0.014443831,12221,600000,0.001
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2120.smt2,0.457429048,0.003691326,5429,7833,0.173
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2121.smt2,0.954368392,0.068214121,8098,1818,1.114
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2122.smt2,0.791875348,0.000826372,3082,5787,0.133
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2123.smt2,0.410684474,0.045515665,4685,3446,0.34
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2124.smt2,0.387312187,0.02023183,2692,3304,0.204
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2125.smt2,0.363383417,0.025546522,3813,3542,0.269
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2126.smt2,0.310517529,0.00112592,2797,3982,0.176
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2127.smt2,0.317195326,0.027482503,4097,3472,0.295
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2128.smt2,0.878130217,0.015958615,9021,1880,1.2
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2129.smt2,0.361713968,0.033054462,5427,3637,0.373
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2130.smt2,0.669449082,0.008743786,3444,5032,0.171
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2131.smt2,0.93377852,0.07125019,7949,1880,1.057
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2132.smt2,0.951029494,0.05436592,12444,1959,1.588
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2133.smt2,0.506956038,0.018111698,4982,5923,0.21
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2134.smt2,0.001112966,0.018413836,343,938,0.091
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2135.smt2,0.141903172,0.001081818,308,2965,0.026
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2136.smt2,0.250417362,0.001411315,1391,3219,0.108
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2137.smt2,0.575959933,0.055828882,25064,3631,1.726
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2138.smt2,0.033388982,0.000661204,157,1615,0.024
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2139.smt2,0.470228158,0.000598444,4183,4884,0.214
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2140.smt2,0.453533667,0.079327751,4474,949,1.179
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2141.smt2,0.824707846,0.450354984,10174,1454,1.749
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2142.smt2,0.736227045,0.00135376,2081,6720,0.077
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2143.smt2,0.964941569,0.089181471,13545,1682,2.013
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2144.smt2,0.313856427,0.005222688,3604,481,1.873
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2145.smt2,0.863105175,0.02983687,8829,1914,1.153
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2146.smt2,0.102392877,0.01907601,718,3250,0.055
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2147.smt2,0.658319421,0.006346542,8787,5877,0.374
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2148.smt2,0.688925988,0.013017593,5146,6062,0.212
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2149.smt2,0.170840289,0.002081618,1307,7006,0.047
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2150.smt2,0.578185865,0.003046198,4615,4784,0.241
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2151.smt2,0.356149137,0.01237439,5490,8866,0.155
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2152.smt2,0.43016138,0.047814233,5313,2878,0.462
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2153.smt2,0.436839176,0.233845505,5614,1615,0.869
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2154.smt2,0.341680579,0.005070335,4669,5961,0.196
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2155.smt2,0.713411241,0.036698671,2192,1401,0.391
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2156.smt2,0.677239844,0.328381131,8900,1413,1.575
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2157.smt2,0.2721202,0.183945495,3871,1566,0.618
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2158.smt2,0.225932109,0.000994026,1251,2950,0.106
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2159.smt2,0.342237062,0.003871084,4196,7072,0.148
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2160.smt2,0.943238731,0.002246026,3242,3698,0.219
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2161.smt2,0.914858097,0.004875842,5985,7736,0.193
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2162.smt2,0.683361157,0.130209338,8982,1389,1.617
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2163.smt2,0.431830829,0.001011902,2147,4664,0.115
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2164.smt2,0.653311074,0.000634628,2163,5363,0.101
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2165.smt2,0.107957707,0.076475442,393,2708,0.036
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2166.smt2,0.786310518,0.002270357,1232,1345,0.229
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2167.smt2,0.58820256,0.09255227,1451,1233,0.294
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2168.smt2,0.594323873,0.014717366,5250,4690,0.28
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2169.smt2,0.479131886,0.206102497,5225,1308,0.999
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2170.smt2,0.388425153,0.064878131,16594,3458,1.2
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2171.smt2,0.651641625,0.196578813,8216,1641,1.252
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2172.smt2,0.184195882,0.00509811,252416,518464,0.122
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2173.smt2,0.736227045,0.00833556,6083,6273,0.242
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2174.smt2,0.199220924,0.001374294,841,3140,0.067
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2175.smt2,0.877017251,0.029137418,7413,2068,0.896
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2176.smt2,0.548692265,0.033602729,6889,4337,0.397
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2177.smt2,0.03672788,0.001997889,351,2209,0.04
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2178.smt2,0.725097385,0.110078828,7762,1414,1.372
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2179.smt2,0.66722315,0.000778686,2867,5688,0.126
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2180.smt2,0.595993322,0.044699441,4885,3466,0.352
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2181.smt2,0.201446856,0.097286356,3535,2224,0.397
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2182.smt2,0.721202003,0.360625669,6594,1342,1.228
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2183.smt2,0.745130774,0.016697602,5612,1924,0.729
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2184.smt2,0.604340568,0.000993308,1142,4068,0.07
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2185.smt2,0.511407902,0.000877655,1374,5117,0.067
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2186.smt2,0.587089594,0.000674891,5238,6390,0.205
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2187.smt2,0.372843628,0.000862955,2894,5729,0.126
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2188.smt2,0.359488036,0.05235722,11841,4150,0.713
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2189.smt2,0.708402894,0.000633725,2461,4637,0.133
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2190.smt2,0.001669449,0.165309135,413,97,1.064
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2191.smt2,0.297161937,0.004366203,6938,10566,0.164
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2192.smt2,0.070116861,0.225953344,974,1892,0.129
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2193.smt2,0.429604897,0.013532232,5187,489,2.652
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2194.smt2,0.816360601,0.153075636,11201,1446,1.937
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2195.smt2,0.530884808,0.109879057,6447,1284,1.255
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2196.smt2,0.670005565,0.24096537,14284,1377,2.593
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2197.smt2,0.722314969,0.002136321,2781,4262,0.163
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2198.smt2,0.462993879,0.093764599,1100,1123,0.245
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2199.smt2,0.037840846,0.001466479,467,2084,0.056
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2200.smt2,0.663327769,0.002956893,5960,5217,0.286
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2201.smt2,0.121869783,0.000509167,1293,8466,0.038
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2202.smt2,0.021146355,0.01260567,406,178,0.57
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2203.smt2,0.228714524,0.074012187,2944,4235,0.174
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2204.smt2,0.155258765,0.018991487,2673,2303,0.29
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2205.smt2,0.292710072,0.003073673,6448,6306,0.256
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2206.smt2,0.930439622,0.055212384,7450,1828,1.019
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2207.smt2,0.084028937,0.00126231,435,8880,0.012
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_2208.smt2,0.277685031,0.010835108,43123,30209,0.357
