case,equality,constant,z3,pz3,ratio
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1054.smt2,0.459098497,0.32840832,5532,1210,1.143
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1055.smt2,0.756260434,0.016749614,5547,2142,0.647
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1056.smt2,0.371174179,0.013916741,11195,7657,0.366
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1057.smt2,0.429048414,0.119941888,5218,1764,0.74
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1058.smt2,0.677239844,0.062225296,5892,1273,1.157
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1059.smt2,0.633834168,0.028767278,4684,3301,0.355
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1060.smt2,0.428491931,0.085525883,3413,2024,0.422
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1061.smt2,0.594323873,0.001019449,1609,4399,0.091
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1062.smt2,0.45409015,0.007402891,4156,3461,0.3
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1063.smt2,0.44296049,0.393602365,6238,1469,1.062
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1064.smt2,0.018920423,0.000691544,333,418,0.199
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1065.smt2,0.274902615,0.015729633,52259,77684,0.168
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1066.smt2,0.255982193,0.111318026,932,1010,0.231
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1067.smt2,0.925987757,0.220544174,13476,1588,2.122
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1068.smt2,0.065664997,0.001843641,283,6753,0.01
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1069.smt2,0.844741235,0.002499757,4163,7489,0.139
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1070.smt2,0.170840289,0.104617174,3212,2024,0.397
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1071.smt2,0.689482471,0.009559951,7423,5266,0.352
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1072.smt2,0.621035058,0.19169701,6357,1341,1.185
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1073.smt2,0.141903172,0.004604052,765,48306,0.004
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1074.smt2,0.621035058,0.453736156,8731,1602,1.363
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1075.smt2,0.606010017,0.020397986,5859,4378,0.335
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1076.smt2,0.567056205,0.001347708,1489,6623,0.056
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1077.smt2,0.283806344,0.001239154,2133,3847,0.139
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1078.smt2,0.554257095,0.290439977,7074,1347,1.313
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1079.smt2,0.246521981,0.008455005,600000,600000,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1080.smt2,0.931552588,0.277677732,11229,1601,1.753
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1081.smt2,0.205342237,0.016185279,2370,3832,0.155
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1082.smt2,0.858653311,0.010897619,9982,8106,0.308
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1083.smt2,0.690038954,0.001660784,1321,4112,0.08
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1084.smt2,0.037284363,0.001939524,246,253,0.243
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1085.smt2,0.989426822,0.004357197,6649,8100,0.205
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1086.smt2,0.865331107,0.006435491,7427,563,3.298
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1087.smt2,0.8786867,0.000609914,3191,1501,0.531
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1088.smt2,0.981079577,0.004349546,10519,8987,0.293
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1089.smt2,0.804117974,0.022139604,10098,2076,1.216
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1090.smt2,0.893155259,0.00277608,1157,2899,0.1
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1091.smt2,0.033945465,0.000819224,277,1591,0.044
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1092.smt2,0.046188091,0.430108107,581,2622,0.055
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1093.smt2,0.990539789,0.005801821,8107,8842,0.229
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1094.smt2,0.598219254,0.306746025,8344,1555,1.341
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1095.smt2,0.30884808,0.000908912,3301,4353,0.19
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1096.smt2,0.489705064,0.000968949,2784,5435,0.128
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1097.smt2,0.651641625,0.406620602,1748,1384,0.316
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1098.smt2,0.881469115,0.00394389,6101,6889,0.221
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1099.smt2,0.383973289,0.132644376,4903,1882,0.651
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1100.smt2,0.087367835,0.075605984,725,2584,0.07
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1101.smt2,0.297161937,0.015776011,7710,7701,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1102.smt2,0.515859766,0.003564632,6217,4459,0.349
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1103.smt2,0.235392321,0.171318735,3147,1445,0.544
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1104.smt2,0.265442404,0.002884055,600000,600000,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1105.smt2,0.736227045,0.002616672,1495,3391,0.11
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1106.smt2,0.77017251,0.210594045,2213,1410,0.392
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1107.smt2,0.719532554,0.031231402,6137,1376,1.115
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1108.smt2,0.176961603,0.019823786,2161,2487,0.217
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1109.smt2,0.547579299,0.09933504,5940,1511,0.983
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1110.smt2,0.642181413,0.1053813,1583,1492,0.265
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1111.smt2,0.427378965,0.003238819,3958,7379,0.134
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1112.smt2,0.240400668,0.000942749,3754,3683,0.255
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1113.smt2,0.795770729,0.189747582,10177,1457,1.746
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1114.smt2,0.317751809,0.405334509,4923,3192,0.386
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1115.smt2,0.089037284,0.023613788,710,2992,0.059
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1116.smt2,0.964385086,0.064160975,6344,1867,0.849
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1117.smt2,0.090706733,0.161545874,444,1909,0.058
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1118.smt2,0.814691152,0.166563604,2431,1435,0.424
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1119.smt2,0.279910963,0.01655107,3437,4576,0.188
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1120.smt2,0.75180857,0.236367344,1397,1492,0.234
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1121.smt2,0.144685587,0.073280639,730,2585,0.071
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1122.smt2,0.35114079,0.354910543,4691,1874,0.626
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1123.smt2,0.809126322,0.001215672,3278,6166,0.133
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1124.smt2,0.475236505,0.000647557,1974,4768,0.104
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1125.smt2,0.313856427,0.058355649,13423,4122,0.814
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1126.smt2,0.481357819,0.010002465,4997,6145,0.203
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1127.smt2,0.220367279,0.30199213,3631,515,1.763
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1128.smt2,0.088480801,0.078187133,440,2564,0.043
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1129.smt2,0.777963272,0.092745896,11297,1394,2.026
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1130.smt2,0.021146355,0.001251675,350,226,0.387
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1131.smt2,0.681691708,0.021022387,10446,2458,1.062
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1132.smt2,0.638842515,0.320173445,8332,1369,1.522
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1133.smt2,0.182526433,0.000693075,2304,9116,0.063
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1134.smt2,0.556483027,0.013496406,4412,4424,0.249
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1135.smt2,0.792988314,0.112969611,7572,1480,1.279
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1136.smt2,0.839732888,0.146728177,1652,1456,0.284
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1137.smt2,0.786867001,0.000782368,1390,2876,0.121
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1138.smt2,0.314969393,0.007591209,5483,8658,0.158
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1139.smt2,0.135225376,0.008157483,723,38810,0.005
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1140.smt2,0.473567056,0.477675499,5272,1157,1.139
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1141.smt2,0.800779076,0.000503273,2496,3828,0.163
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1142.smt2,0.158597663,0.049459497,2904,3129,0.232
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1143.smt2,0.306622148,0.147037845,5232,1683,0.777
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1144.smt2,0.521424597,0.00947182,6459,4244,0.38
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1145.smt2,0.934335003,0.032489801,5177,1890,0.685
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1146.smt2,0.760155815,0.411701035,10396,1473,1.764
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1147.smt2,0.258208125,0.091795603,17336,1590,2.726
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1148.smt2,0.335002782,0.001806276,990,6817,0.036
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1149.smt2,0.440734558,0.078653693,9681,1969,1.229
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1150.smt2,0.271563717,0.001576998,1578,3596,0.11
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1151.smt2,0.634390651,0.008561428,4804,5971,0.201
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1152.smt2,0.897607123,0.21730523,2382,1549,0.384
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1153.smt2,0.189760712,0.002570439,1687,2625,0.161
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1154.smt2,0.614357262,0.005811339,2888,4517,0.16
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1155.smt2,0.971062883,0.000692786,3121,7116,0.11
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1156.smt2,0.483027268,0.005139137,4294,4044,0.265
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1157.smt2,0.669449082,0.039945654,6294,2946,0.534
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1158.smt2,0.845854201,0.001000231,2579,6371,0.101
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1159.smt2,0.199777407,0.003370714,600000,600000,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1160.smt2,0.64329438,0.005259119,3540,4806,0.184
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1161.smt2,0.646076795,0.008374835,5979,5892,0.254
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1162.smt2,0.90261547,0.003333853,8517,7764,0.274
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1163.smt2,0.564830273,0.357711173,7539,1562,1.207
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1164.smt2,0.772398442,0.021115948,8340,2340,0.891
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1165.smt2,0.586533111,0.002386229,2412,5888,0.102
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1166.smt2,0.549248748,0.036750227,5345,5213,0.256
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1167.smt2,0.325542571,0.145638424,4490,1568,0.716
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1168.smt2,0.741235392,0.161785529,9931,1395,1.78
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1169.smt2,0.567612688,0.004674941,6438,5087,0.316
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1170.smt2,0.558152476,0.172720308,9951,1301,1.912
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1171.smt2,0.670562048,0.017479224,5388,2547,0.529
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1172.smt2,0.910406233,0.000831816,2249,4992,0.113
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1173.smt2,0.548692265,0.164849414,8353,1447,1.443
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1174.smt2,0.094602115,0.000589406,464,9372,0.012
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1175.smt2,0.32164719,0.000654505,2218,5386,0.103
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1176.smt2,0.382860323,0.018333954,3602,2748,0.328
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1177.smt2,0.021146355,0.000641146,340,222,0.383
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1178.smt2,0.670005565,0.004707898,6159,5844,0.263
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1179.smt2,0.784084585,0.040597399,7830,2045,0.957
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1180.smt2,0.247078464,0.001720637,3600,3119,0.289
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1181.smt2,0.3639399,0.000822975,4977,5077,0.245
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1182.smt2,0.962159154,0.00175554,3435,1711,0.502
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1183.smt2,0.273789649,0.07135891,11092,5223,0.531
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1184.smt2,0.853644964,0.002011107,2788,1481,0.471
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1185.smt2,0.889259878,0.006435709,6280,7921,0.198
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1186.smt2,0.028380634,0.023268892,409,755,0.135
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1187.smt2,0.949916528,0.017749027,11369,1850,1.536
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1188.smt2,0.306065665,0.399612958,846,633,0.334
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1189.smt2,0.927657206,0.147268911,14278,1590,2.245
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1190.smt2,0.244296049,0.29550094,3251,1818,0.447
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1191.smt2,0.91541458,0.003404129,8327,8614,0.242
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1192.smt2,0.875347802,0.008942015,6087,560,2.717
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1193.smt2,0.686143573,0.492958467,9185,1390,1.652
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1194.smt2,0.221480245,0.157033091,4000,2632,0.38
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1195.smt2,0.888146912,0.390177446,10839,1531,1.77
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1196.smt2,0.861435726,0.002480625,5064,5204,0.243
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1197.smt2,0.41903172,0.00242439,1095,883,0.31
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1198.smt2,0.032832499,0.02297,430,1401,0.077
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1199.smt2,0.296605454,0.215269777,4445,3907,0.284
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1200.smt2,0.98163606,0.003441068,10431,7126,0.366
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1201.smt2,0.712854758,0.188756447,9858,1393,1.769
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1202.smt2,0.235948804,0.004876869,46537,600000,0.001
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1203.smt2,0.325542571,0.011569041,4086,7936,0.129
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1204.smt2,0.146355036,0.003621737,1624,9568,0.042
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1205.smt2,0.996661102,0.001155909,3257,3410,0.239
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1206.smt2,0.64329438,0.000587809,2668,4211,0.158
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1207.smt2,0.417918753,0.208349661,6762,1194,1.416
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1208.smt2,0.560378408,0.003626764,6252,4992,0.313
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1209.smt2,0.146911519,0.033457559,456,2391,0.048
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1210.smt2,0.672231497,0.092992177,7028,1293,1.359
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1211.smt2,0.070673344,0.029057109,611,2011,0.076
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1212.smt2,0.113522538,0.005405511,3761,19129,0.049
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1213.smt2,0.858096828,0.002741794,2929,5923,0.124
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1214.smt2,0.375626043,0.012620541,3143,6825,0.115
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1215.smt2,0.565386756,0.002419993,1640,5567,0.074
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1216.smt2,0.046744574,0.027408631,331,3439,0.024
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1217.smt2,0.769616027,0.000744342,1387,3397,0.102
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1218.smt2,0.899833055,0.073064576,10054,1585,1.586
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1219.smt2,0.409015025,0.229150803,5294,1392,0.951
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1220.smt2,0.199777407,0.094654639,3739,1884,0.496
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1221.smt2,0.375626043,0.034475468,3004,2070,0.363
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1222.smt2,0.913188648,0.372394666,16295,1571,2.593
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1223.smt2,0.729549249,0.020552612,8656,2554,0.847
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1224.smt2,0.898720089,0.00174685,2925,2980,0.245
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1225.smt2,0.776293823,0.444403421,9955,1378,1.806
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1226.smt2,0.350584307,0.014247389,3879,7793,0.124
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1227.smt2,0.197551475,0.038508472,3569,5174,0.172
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1228.smt2,0.196994992,0.379543073,3017,1864,0.405
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1229.smt2,0.191430161,0.001526081,1666,9488,0.044
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1230.smt2,0.687813022,0.000827911,3028,3319,0.228
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1231.smt2,0.986644407,0.456284186,13826,1684,2.053
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1232.smt2,0.157484697,0.238800962,3298,1501,0.549
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1233.smt2,0.097941013,0.319948397,517,1587,0.081
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1234.smt2,0.782415136,0.384429538,10749,1462,1.838
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1235.smt2,0.947690595,0.34527448,14795,1616,2.289
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1236.smt2,0.568169171,0.000645558,1970,4043,0.122
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1237.smt2,0.541457986,0.008452956,5328,5035,0.265
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1238.smt2,0.98163606,0.001013582,2548,3525,0.181
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1239.smt2,0.166944908,0.028565857,2828,3459,0.204
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1240.smt2,0.79966611,0.108736289,10564,1522,1.735
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1241.smt2,0.271563717,0.000542862,1575,3772,0.104
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1242.smt2,0.192543127,0.474494663,2500,1776,0.352
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1243.smt2,0.241513634,0.4147713,3759,1152,0.816
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1244.smt2,0.931552588,0.012035517,9159,7216,0.317
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1245.smt2,0.27935448,0.064202706,4255,3220,0.33
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1246.smt2,0.548135782,0.003415627,5415,4270,0.317
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1247.smt2,0.264329438,0.026860664,3428,1310,0.654
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1248.smt2,0.626599889,0.000576657,2943,6759,0.109
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1249.smt2,0.794657763,0.025428988,5060,2477,0.511
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1250.smt2,0.650528659,0.059821034,7419,3613,0.513
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1251.smt2,0.505286589,0.008234095,3921,4607,0.213
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1252.smt2,0.809682805,0.001583095,3019,5292,0.143
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1253.smt2,0.041736227,0.011306554,490,203,0.603
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1254.smt2,0.304396216,0.001116683,1654,3907,0.106
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1255.smt2,0.118530885,0.001658488,475,499,0.238
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1256.smt2,0.244296049,0.008631751,600000,600000,0.25
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1257.smt2,0.843071786,0.001668906,2648,3055,0.217
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1258.smt2,0.754590985,0.003573139,6025,6125,0.246
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1259.smt2,0.720089037,0.011371971,9348,527,4.435
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1260.smt2,0.864774624,0.284946234,12619,1525,2.069
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1261.smt2,0.517529215,0.0044866,4253,4668,0.228
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1262.smt2,0.481357819,0.000850928,3348,7186,0.116
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1263.smt2,0.277685031,0.00117379,2032,3944,0.129
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1264.smt2,0.492487479,0.09128144,5618,1247,1.126
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1265.smt2,0.889816361,0.000842523,2658,4120,0.161
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1266.smt2,0.042849193,0.004098918,391,1384,0.071
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1267.smt2,0.09738453,0.003037305,1326,4982,0.067
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1268.smt2,0.752921536,0.200244435,7618,1416,1.345
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1269.smt2,0.462437396,0.00521169,5977,3765,0.397
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1270.smt2,0.669449082,0.157374563,9426,1347,1.749
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1271.smt2,0.854201447,0.001251094,4234,4390,0.241
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1272.smt2,0.954368392,0.304045646,2248,1634,0.344
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1273.smt2,0.08458542,0.073890371,682,3115,0.055
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1274.smt2,0.206455203,0.026237644,3531,1378,0.641
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1275.smt2,0.484696717,0.001633645,1931,4272,0.113
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1276.smt2,0.033388982,0.06969821,437,1510,0.072
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1277.smt2,0.809126322,0.001733216,3468,5661,0.153
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1278.smt2,0.422370618,0.031906378,3896,6567,0.148
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1279.smt2,0.75180857,0.008158677,7906,5789,0.341
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1280.smt2,0.555926544,0.003577092,5658,5671,0.249
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1281.smt2,0.293266555,0.037091023,4707,701,1.679
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1282.smt2,0.219254313,0.007659403,50863,7394,1.72
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1283.smt2,0.37506956,0.497549121,4154,2887,0.36
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1284.smt2,0.140233723,0.066484346,351,2154,0.041
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1285.smt2,0.167501391,0.005330995,62807,168715,0.093
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1286.smt2,0.506956038,0.083266314,5079,4740,0.268
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1287.smt2,0.147468002,0.005029164,2842,15488,0.046
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1288.smt2,0.822481914,0.060824327,9760,2104,1.16
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1289.smt2,0.811352254,0.253557597,7632,1433,1.331
/home/tsmart/dev/chengxi/PZ3/eval/gen/problem_1290.smt2,0.452420701,0.296384323,7019,1442,1.217
