case,z3,pz3
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_1.smt2,27,138
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_10.smt2,66,3583
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_100.smt2,600000,105555
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_11.smt2,93,2883
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_12.smt2,169,4481
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_13.smt2,340,4066
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_14.smt2,718,2313
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_15.smt2,1527,4961
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_16.smt2,3514,4065
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_17.smt2,7077,3704
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_18.smt2,17406,3234
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_19.smt2,39054,4831
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_2.smt2,28,1123
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_20.smt2,105957,4161
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_21.smt2,317292,2771
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_22.smt2,600000,5866
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_23.smt2,600000,4040
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_24.smt2,600000,4219
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_25.smt2,600000,4417
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_26.smt2,600000,6275
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_27.smt2,600000,3820
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_28.smt2,600000,2567
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_3.smt2,28,1419
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_30.smt2,600000,3556
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_31.smt2,600000,4231
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_32.smt2,600000,3509
