case,z3,pz3
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_1.smt2,27,185
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_10.smt2,66,8517
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_100.smt2,600000,17436
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_11.smt2,93,6066
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_12.smt2,169,6481
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_14.smt2,718,5378
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_15.smt2,1527,8092
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_16.smt2,3514,7773
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_17.smt2,7077,5469
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_18.smt2,17406,3662
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_19.smt2,39054,7480
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_2.smt2,28,1548
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_20.smt2,105957,7974
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_21.smt2,317292,6811
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_22.smt2,600000,5826
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_23.smt2,600000,6557
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_24.smt2,600000,8669
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_25.smt2,600000,6311
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_26.smt2,600000,5993
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_27.smt2,600000,3289
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_28.smt2,600000,9439
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_29.smt2,600000,7600
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_3.smt2,28,1995
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_30.smt2,600000,8112
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_31.smt2,600000,6485
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_32.smt2,600000,5654
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_33.smt2,600000,8699
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_34.smt2,600000,8388
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_35.smt2,600000,6513
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_36.smt2,600000,3855
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_37.smt2,600000,8086
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_38.smt2,600000,9176
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_39.smt2,600000,8032
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_4.smt2,29,2498
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_40.smt2,600000,6780
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_41.smt2,600000,5559
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_42.smt2,600000,9808
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_43.smt2,600000,9260
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_44.smt2,600000,5236
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_45.smt2,600000,4203
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_46.smt2,600000,9862
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_47.smt2,600000,8387
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_48.smt2,600000,6023
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_49.smt2,600000,6634
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_5.smt2,29,3300
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_50.smt2,600000,7161
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_51.smt2,600000,9104
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_52.smt2,600000,7539
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_53.smt2,600000,6548
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_54.smt2,600000,3398
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_55.smt2,600000,8380
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_56.smt2,600000,8497
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_57.smt2,600000,8206
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_58.smt2,600000,7189
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_59.smt2,600000,7329
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_6.smt2,42,3599
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_60.smt2,600000,8468
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_61.smt2,600000,8204
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_62.smt2,600000,5856
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_63.smt2,600000,4564
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_64.smt2,600000,8878
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_65.smt2,600000,8949
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_66.smt2,600000,7450
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_67.smt2,600000,6948
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_68.smt2,600000,7857
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_69.smt2,600000,9711
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_7.smt2,41,4305
/home/tsmart/dev/chengxi/PZ3/bm/kmtree/kmtree_70.smt2,600000,8761
